,Words,BookOfEccleasiasticus_Counts
6400,liberated,0
6401,outbreathing,0
6402,wealth,3
6403,beseech,1
6404,slothful,0
6405,sitting,3
6406,owes,0
6407,hurting,0
6408,courses,0
6409,forerunners,0
6410,priest,1
6411,history,0
6412,sensation,0
6413,livelihood,0
6414,token,1
6415,animals,0
6416,sides,1
6417,educative,0
6418,closely,0
6419,immortality,1
6420,generate,0
6421,senseorgans,0
6422,matures,0
6423,core,1
6424,penetrate,1
6425,unbinding,0
6426,perplexity,1
6427,distractions,0
6428,pity,3
6429,doth,20
6430,bad,0
6431,wellpolished,0
6432,reigneth,0
6433,men,82
6434,unseen,0
6435,boon,0
6436,tenderness,0
6437,meshes,0
6438,return,10
6439,chased,1
6440,wings,0
6441,late,0
6442,declared,0
6443,ecclesiastes,0
6444,help,11
6445,impressive,0
6446,smoulder,0
6447,whisperer,3
6448,preparing,0
6449,refusing,0
6450,vitally,0
6451,piety,1
6452,drink,7
6453,clings,0
6454,fivefactored,0
6455,rolleth,0
6456,serpents,2
6457,futile,0
6458,witness,1
6459,bowl,0
6460,skippeth,1
6461,meteor,0
6462,brightened,0
6463,uncleanness,0
6464,frugal,1
6465,planet,0
6466,believe,6
6467,recognition,0
6468,renunciation,0
6469,corruption,4
6470,conspired,0
6471,ensnare,0
6472,articulate,0
6473,stir,0
6474,hungry,1
6475,bright,2
6476,profiteth,0
6477,employed,0
6478,hawks,0
6479,reputation,0
6480,indecision,0
6481,evildoers,1
6482,dividing,0
6483,keeper,0
6484,forerunner,0
6485,rejoices,0
6486,beheld,2
6487,proceeds,0
6488,gnananishta,0
6489,injunction,0
6490,karmanishta,0
6491,drive,3
6492,timedial,0
6493,middling,0
6494,procuring,0
6495,worlds,0
6496,expiration,0
6497,preferring,0
6498,advised,1
6499,hates,0
6500,seer,0
6501,lances,0
6502,conformable,0
6503,dreadful,0
6504,sighing,1
6505,sail,1
6506,signify,1
6507,helped,1
6508,tank,0
6509,oneself,0
6510,problem,0
6511,keen,0
6512,simultaneous,0
6513,paps,0
6514,backward,1
6515,magnetic,0
6516,doctrine,7
6517,sunlight,0
6518,solemn,1
6519,content,1
6520,descended,0
6521,companions,1
6522,thorny,0
6523,reference,0
6524,humbled,3
6525,guarded,0
6526,occupy,0
6527,forgive,3
6528,stones,5
6529,dealt,0
6530,concern,1
6531,fashioned,0
6532,acclimatization,0
6533,inferences,0
6534,runner,0
6535,english,0
6536,cutting,0
6537,eternal,0
6538,repent,3
6539,distinguishable,0
6540,grosser,0
6541,nourisheth,1
6542,vilest,0
6543,combination,0
6544,device,1
6545,wearied,1
6546,immense,2
6547,chaos,0
6548,slowly,0
6549,brahma,0
6550,glen,0
6551,dieth,0
6552,died,1
6553,poles,0
6554,holy,35
6555,beasts,5
6556,silence,3
6557,confirm,0
6558,dispassion,0
6559,abstract,0
6560,quencheth,1
6561,occupying,0
6562,condemn,0
6563,scorner,0
6564,saith,3
6565,owe,0
6566,meeting,1
6567,grew,0
6568,fringe,0
6569,supply,1
6570,beauties,0
6571,reprove,4
6572,inmost,0
6573,innermost,0
6574,holes,0
6575,esteemed,1
6576,fold,0
6577,untouched,0
6578,gathers,0
6579,unguarded,0
6580,salutations,0
6581,dathan,1
6582,loneliness,0
6583,angry,2
6584,passes,0
6585,valour,0
6586,desired,0
6587,brighter,2
6588,memory,8
6589,similies,0
6590,inheres,0
6591,reflection,0
6592,greatest,0
6593,extol,3
6594,unenduring,0
6595,rapier,0
6596,viewing,0
6597,importunate,0
6598,superb,0
6599,port,0
6600,progressive,0
6601,pastime,1
6602,divinely,0
6603,garment,1
6604,carbuncle,1
6605,magnetism,0
6606,garden,1
6607,behaviour,1
6608,manes,0
6609,spoiled,1
6610,yield,1
6611,travellers,1
6612,minue,1
6613,predication,0
6614,scorneth,0
6615,issue,1
6616,discerned,1
6617,even,28
6618,modifications,0
6619,heir,2
6620,neitherpleasantnorpainful,0
6621,subjugation,0
6622,carried,1
6623,corruptible,1
6624,oftentimes,0
6625,lordly,0
6626,expectations,0
6627,servants,3
6628,babbler,1
6629,following,1
6630,reach,2
6631,establishes,0
6632,exalteth,2
6633,chatter,0
6634,ceremonies,0
6635,balanced,0
6636,worldbody,0
6637,depart,13
6638,corn,1
6639,questioner,0
6640,beams,1
6641,trieth,2
6642,herbs,0
6643,demonstrations,0
6644,islands,2
6645,inclusive,0
6646,tempering,0
6647,blue,3
6648,kine,1
6649,multitudes,0
6650,compassion,1
6651,risk,0
6652,alight,0
6653,sanctified,5
6654,keeps,0
6655,samaritans,1
6656,bearing,1
6657,aspiration,0
6658,attenuated,0
6659,selves,0
6660,waking,0
6661,petal,0
6662,receive,19
6663,riotousness,0
6664,signified,1
6665,released,0
6666,livest,3
6667,pebble,1
6668,intoxicants,0
6669,thirsty,2
6670,dressing,1
6671,scorned,0
6672,degrees,0
6673,designing,0
6674,fastened,0
6675,lotusbud,0
6676,dejected,0
6677,delusive,0
6678,oneness,0
6679,mighty,14
6680,moistureladen,0
6681,secure,1
6682,tub,0
6683,derived,0
6684,frankincense,4
6685,omens,1
6686,unevolving,0
6687,occupies,0
6688,infirmity,1
6689,plenitude,0
6690,attributed,0
6691,deaths,0
6692,fortification,0
6693,claim,0
6694,expanding,0
6695,infinitely,0
6696,gorge,0
6697,evaluations,0
6698,phase,0
6699,question,2
6700,oppression,1
6701,john,0
6702,neighbour,31
6703,victor,0
6704,ascended,0
6705,especially,0
6706,differing,0
6707,lovely,0
6708,vomit,1
6709,corresponds,0
6710,float,0
6711,inch,0
6712,symbolofrank,0
6713,corrupt,0
6714,telepathy,0
6715,paul,0
6716,put,19
6717,libation,1
6718,ruppati,0
6719,deprived,2
6720,uttermost,0
6721,selfishness,0
6722,gaseous,0
6723,unless,2
6724,indulged,1
6725,bond,0
6726,effeminate,0
6727,seven,3
6728,forbidden,0
6729,riddles,1
6730,brink,1
6731,laid,0
6732,hip,0
6733,credit,3
6734,stealeth,0
6735,sure,5
6736,worth,2
6737,dazzle,0
6738,lendeth,2
6739,ye,20
6740,prayeth,1
6741,hammered,0
6742,stilling,0
6743,eightfold,0
6744,eer,0
6745,neigheth,1
6746,pleased,6
6747,neighbours,5
6748,grouped,0
6749,thundered,1
6750,worldlings,0
6751,moistening,0
6752,building,3
6753,witty,0
6754,awareness,0
6755,confessed,0
6756,purification,0
6757,exception,0
6758,dependable,0
6759,armed,0
6760,cackling,0
6761,mouths,1
6762,inventions,0
6763,soweth,1
6764,consummated,0
6765,indigent,1
6766,overcomes,0
6767,condemning,0
6768,coarselooking,0
6769,continues,0
6770,intelligible,0
6771,visakha,0
6772,dethrones,0
6773,dispense,0
6774,outflowing,0
6775,swoon,0
6776,oblation,2
6777,bonds,0
6778,unchastity,0
6779,bloodthirsty,0
6780,unthinkable,0
6781,footing,0
6782,lest,45
6783,sparedst,0
6784,pondering,0
6785,chastised,0
6786,wisdom,97
6787,government,2
6788,nitre,0
6789,protected,2
6790,disquieting,0
6791,savest,1
6792,innumerable,1
6793,concertation,1
6794,differentiating,0
6795,fat,4
6796,grieving,0
6797,appropriate,0
6798,ice,1
6799,persevering,0
6800,grope,1
6801,outer,0
6802,wool,0
6803,overpower,1
6804,inseparable,0
6805,scarce,2
6806,inflict,0
6807,vultures,0
6808,rejecting,0
6809,signifies,0
6810,received,2
6811,thoughtless,0
6812,robber,1
6813,sickly,0
6814,mischief,0
6815,pleaseth,3
6816,appeasing,1
6817,seduced,0
6818,haughty,0
6819,mournful,0
6820,conceals,0
6821,symbolizes,0
6822,certain,0
6823,manifest,3
6824,upholdeth,0
6825,sharpness,0
6826,testament,4
6827,exactly,0
6828,surmounts,0
6829,shining,3
6830,impose,0
6831,affable,1
6832,mechanism,0
6833,molest,0
6834,sojourned,1
6835,presses,0
6836,wishes,0
6837,puts,0
6838,consuming,0
6839,broughtest,1
6840,steadfast,4
6841,hated,4
6842,psychic,0
6843,branches,7
6844,veiled,0
6845,careful,1
6846,half,1
6847,graces,1
6848,eve,0
6849,continued,3
6850,simplest,0
6851,ability,4
6852,doer,0
6853,processes,0
6854,vision,4
6855,accounts,0
6856,energy,0
6857,refers,0
6858,consented,0
6859,miserably,0
6860,babe,0
6861,the,0
6862,loseth,2
6863,twisted,1
6864,consequent,0
6865,diving,0
6866,uncoloured,0
6867,honoureth,4
6868,goodness,2
6869,performance,0
6870,belly,4
6871,strifes,0
6872,story,0
6873,completion,0
6874,falling,2
6875,lifecurrent,0
6876,struggle,0
6877,observation,0
6878,intellectsphere,0
6879,sitteth,3
6880,lapidary,1
6881,nachiketas,0
6882,mirth,1
6883,grasps,0
6884,oil,2
6885,transcended,0
6886,levitating,0
6887,memories,0
6888,developing,0
6889,partridge,1
6890,consciousness,0
6891,foreshewed,0
6892,unsustained,0
6893,horse,2
6894,shrewdness,0
6895,stumblingblocks,1
6896,arrives,0
6897,writhe,1
6898,rotten,0
6899,modesty,1
6900,saint,0
6901,wrongs,2
6902,afflicteth,0
6903,dashes,0
6904,exertion,0
6905,bells,1
6906,contemplates,0
6907,prayer,23
6908,father,32
6909,man,232
6910,defileth,0
6911,ordinance,1
6912,afflictions,2
6913,conjoined,0
6914,disguise,0
6915,dwell,6
6916,inquired,1
6917,adulterer,0
6918,turneth,8
6919,conceived,0
6920,exist,0
6921,solve,0
6922,consequences,0
6923,entice,0
6924,disappoint,0
6925,hue,0
6926,performed,0
6927,extent,0
6928,at,0
6929,oppressed,0
6930,consists,0
6931,ministered,1
6932,patient,3
6933,dawning,0
6934,faulty,0
6935,forced,1
6936,cover,5
6937,craftsman,1
6938,sift,1
6939,expression,0
6940,brokest,1
6941,groaneth,1
6942,inborn,0
6943,fulness,3
6944,inflow,0
6945,fall,37
6946,longevity,0
6947,unskilful,1
6948,obedience,2
6949,quiesence,0
6950,lilies,1
6951,infliction,0
6952,largest,0
6953,bury,0
6954,focusing,0
6955,raiseth,2
6956,borne,1
6957,aberrant,0
6958,issued,0
6959,cherish,0
6960,directed,3
6961,subordination,0
6962,accepts,0
6963,diversified,1
6964,corrected,1
6965,begging,2
6966,sightedness,0
6967,conversant,3
6968,deplores,0
6969,aaron,5
6970,gladly,0
6971,void,3
6972,lifebreath,0
6973,sichem,2
6974,hests,0
6975,torture,1
6976,honest,0
6977,house,29
6978,guard,1
6979,thoughtreading,0
6980,maidens,0
6981,almighty,7
6982,afflict,2
6983,selfsame,0
6984,inward,0
6985,novice,0
6986,repeated,1
6987,fixity,0
6988,chooser,0
6989,sanctify,2
6990,activity,0
6991,isaias,3
6992,later,0
6993,entered,0
6994,ascetics,0
6995,deceitfulness,1
6996,caught,1
6997,thereto,0
6998,breath,2
6999,goliath,1
7000,inherence,0
7001,newton,0
7002,intending,0
7003,tread,0
7004,sceptre,0
7005,wrought,3
7006,resideth,0
7007,contentious,0
7008,nose,0
7009,tops,1
7010,exceptions,0
7011,tyrants,1
7012,winks,0
7013,swelling,0
7014,ox,0
7015,bloated,0
7016,spit,1
7017,menservants,0
7018,identified,0
7019,spectra,0
7020,callings,1
7021,troubles,0
7022,pit,3
7023,passionate,2
7024,alive,1
7025,confounds,0
7026,learn,5
7027,musician,0
7028,bringest,0
7029,unconditioned,0
7030,fields,1
7031,swimming,0
7032,nachiketa,0
7033,adore,1
7034,killed,1
7035,infatuated,1
7036,loved,1
7037,prefer,0
7038,cutteth,1
7039,malice,4
7040,knead,0
7041,weak,2
7042,oversoul,0
7043,granaries,0
7044,ultimate,0
7045,fowls,1
7046,murderer,0
7047,uplifted,0
7048,dialectic,0
7049,monument,0
7050,thistles,1
7051,catching,0
7052,friend,48
7053,gods,0
7054,ship,1
7055,primitive,0
7056,exemplified,0
7057,bends,0
7058,taxes,0
7059,resected,0
7060,test,0
7061,twould,0
7062,superiors,0
7063,species,0
7064,resist,3
7065,enmeshed,0
7066,overwhelmed,0
7067,suspended,0
7068,profit,8
7069,heal,1
7070,realms,0
7071,partial,0
7072,wipeth,0
7073,impulses,0
7074,cool,0
7075,designations,0
7076,bolts,0
7077,scaled,0
7078,drawn,3
7079,pin,1
7080,spasmodic,0
7081,firm,3
7082,obligation,0
7083,beggarly,0
7084,execrable,1
7085,fastening,1
7086,mathematically,0
7087,findeth,3
7088,obscurities,0
7089,ready,1
7090,strict,1
7091,heardest,1
7092,vowed,0
7093,battle,1
7094,thirst,1
7095,contentment,0
7096,illustrate,0
7097,minor,0
7098,commentary,0
7099,devil,2
7100,vantageground,0
7101,unwrought,0
7102,imprudence,0
7103,waiting,0
7104,like,56
7105,angereth,1
7106,expedients,0
7107,backbiteth,0
7108,muscles,0
7109,carbon,0
7110,shape,0
7111,nameless,0
7112,mention,2
7113,abhor,1
7114,origin,0
7115,trunk,0
7116,whims,0
7117,juda,2
7118,impressed,0
7119,language,1
7120,post,0
7121,longenduring,0
7122,equal,2
7123,eunuch,2
7124,prospects,0
7125,attains,0
7126,roe,2
7127,feasts,1
7128,border,0
7129,lifetime,1
7130,splendid,0
7131,roots,3
7132,despair,1
7133,defence,3
7134,dhp,0
7135,mansion,0
7136,philo,0
7137,sharpen,0
7138,excite,0
7139,moments,0
7140,perfumed,1
7141,commend,0
7142,effort,0
7143,tables,0
7144,hardened,0
7145,concrete,0
7146,malediction,3
7147,bird,1
7148,surround,0
7149,ruin,8
7150,grown,0
7151,cost,1
7152,covet,0
7153,throw,1
7154,hearkeneth,4
7155,desire,6
7156,helper,2
7157,groaned,1
7158,noble,0
7159,courtyard,0
7160,estate,4
7161,gestation,0
7162,unspeakable,1
7163,cleanly,0
7164,bee,1
7165,miserable,1
7166,traceth,1
7167,substance,2
7168,fortified,2
7169,sons,4
7170,horribly,0
7171,mysterious,0
7172,uttereth,2
7173,pattern,1
7174,resolved,1
7175,numberless,0
7176,partner,0
7177,potsherd,1
7178,affrighted,0
7179,rejoice,10
7180,mystery,0
7181,stop,1
7182,baseballs,0
7183,spared,1
7184,associations,0
7185,murmur,2
7186,works,57
7187,selfknowledge,0
7188,tenor,0
7189,superfluous,0
7190,else,2
7191,tapas,0
7192,flieth,0
7193,ascension,0
7194,informed,0
7195,reproof,2
7196,dissemble,1
7197,theres,0
7198,pristine,0
7199,seems,0
7200,consistent,0
7201,accursed,1
7202,rib,0
7203,effulgent,0
7204,primal,0
7205,subject,2
7206,bold,5
7207,victims,1
7208,rioting,1
7209,puffeth,0
7210,garland,0
7211,wantest,1
7212,evils,12
7213,surveying,0
7214,appearances,0
7215,crush,3
7216,offspring,6
7217,door,2
7218,detesteth,0
7219,descent,2
7220,gaze,3
7221,mindfulness,0
7222,aye,0
7223,causal,0
7224,daily,2
7225,difficulty,0
7226,eloquently,0
7227,firegod,0
7228,clean,2
7229,squander,1
7230,practical,0
7231,vile,0
7232,overpressure,0
7233,lantern,0
7234,lawful,0
7235,verified,1
7236,brethren,6
7237,shifting,0
7238,fabrication,0
7239,sensuous,0
7240,evening,1
7241,germ,0
7242,diminishing,1
7243,mental,0
7244,mercies,2
7245,selfboasting,0
7246,one,77
7247,assist,0
7248,vedas,0
7249,severed,0
7250,fight,3
7251,problems,0
7252,scheming,0
7253,wickedly,3
7254,harmless,0
7255,accordance,0
7256,bloom,0
7257,admire,2
7258,opened,3
7259,debts,0
7260,mere,1
7261,joseph,3
7262,really,0
7263,sentences,0
7264,horeb,1
7265,snare,6
7266,transference,0
7267,distribute,3
7268,equanimity,0
7269,deliberation,0
7270,temple,8
7271,incapable,0
7272,delicious,0
7273,forgiven,3
7274,songs,0
7275,supplying,0
7276,cosmic,0
7277,smoother,0
7278,drops,1
7279,sorrowful,2
7280,rebuking,1
7281,mung,0
7282,gradual,0
7283,fast,5
7284,skipped,0
7285,modifying,0
7286,benighted,0
7287,loins,0
7288,majority,0
7289,debasement,0
7290,pervades,0
7291,strengthen,2
7292,comingforth,0
7293,reported,0
7294,vajasrava,0
7295,heightening,0
7296,formeth,0
7297,renewing,0
7298,religiousness,3
7299,abundance,2
7300,general,0
7301,samsara,0
7302,aditi,0
7303,instead,3
7304,beings,0
7305,flashing,0
7306,rightly,0
7307,reviling,0
7308,chastiseth,1
7309,web,0
7310,charity,0
7311,conquered,0
7312,thin,0
7313,offers,0
7314,covering,1
7315,neglected,0
7316,angered,0
7317,carefulness,0
7318,new,7
7319,sixth,0
7320,communicate,1
7321,attacking,0
7322,debate,1
7323,delight,4
7324,looking,2
7325,gross,0
7326,dogged,0
7327,enkindles,0
7328,friendships,0
7329,outgrown,0
7330,mosquitoes,0
7331,shore,0
7332,important,0
7333,outburst,0
7334,stretches,0
7335,burial,2
7336,mesmerists,0
7337,pitch,1
7338,imperfections,0
7339,reflected,0
7340,discord,0
7341,plots,0
7342,feebleness,0
7343,impresses,0
7344,bricks,0
7345,displaces,0
7346,maladies,0
7347,uptorn,0
7348,unsteady,0
7349,maturity,0
7350,tongued,2
7351,fancieth,1
7352,overlap,0
7353,heavy,2
7354,basilisk,0
7355,govern,0
7356,kiss,1
7357,slays,0
7358,backbiting,0
7359,seat,3
7360,execute,1
7361,peril,0
7362,encompasseth,1
7363,whereby,0
7364,profession,1
7365,doting,1
7366,conference,0
7367,upward,0
7368,lament,1
7369,continuity,0
7370,sling,1
7371,noisy,0
7372,offence,3
7373,throat,0
7374,distinctively,0
7375,try,4
7376,linked,0
7377,hues,0
7378,discriminating,0
7379,singleness,0
7380,earlier,0
7381,alto,0
7382,existents,0
7383,abominations,2
7384,formula,0
7385,slipped,2
7386,purple,2
7387,tip,0
7388,begot,0
7389,household,4
7390,abraham,2
7391,sometime,0
7392,unsullied,0
7393,wasted,0
7394,accessary,1
7395,attributes,0
7396,contradictory,0
7397,accumulate,0
7398,accuse,1
7399,demigods,0
7400,sayest,0
7401,clear,0
7402,meats,2
7403,broad,0
7404,undone,2
7405,burning,3
7406,gold,24
7407,shown,0
7408,aging,0
7409,invitations,0
7410,blend,0
7411,manageable,0
7412,holidays,1
7413,currents,0
7414,office,2
7415,hoped,2
7416,extension,0
7417,fallen,3
7418,regain,0
7419,included,0
7420,spy,2
7421,air,0
7422,continuance,1
7423,scriptures,1
7424,walls,4
7425,charnel,0
7426,odious,0
7427,frost,1
7428,serves,0
7429,transferred,0
7430,TRUE,5
7431,supplications,0
7432,believed,0
7433,feller,0
7434,abominable,1
7435,wombs,0
7436,splendour,0
7437,comfort,3
7438,equity,2
7439,banyan,0
7440,fencer,0
7441,flowing,0
7442,authority,3
7443,stands,0
7444,appetite,0
7445,glorifieth,0
7446,redeemer,0
7447,words,41
7448,establishing,0
7449,unmindful,3
7450,solutions,0
7451,therein,11
7452,beholding,2
7453,performing,0
7454,supplemented,0
7455,clamours,0
7456,failure,0
7457,subtler,0
7458,wondrous,2
7459,nightingale,0
7460,distracted,0
7461,difference,0
7462,beginneth,1
7463,purchasing,0
7464,stoppeth,0
7465,money,7
7466,suretyship,2
7467,city,18
7468,astronomy,0
7469,princes,4
7470,study,0
7471,reflects,0
7472,harmonious,0
7473,totality,0
7474,shew,20
7475,lost,5
7476,overthrown,3
7477,gloom,0
7478,shake,3
7479,matters,2
7480,guess,0
7481,receivest,1
7482,envieth,1
7483,eighth,0
7484,fingers,0
7485,condemned,1
7486,pith,0
7487,worldfeelings,0
7488,incurs,0
7489,lets,0
7490,piling,0
7491,buried,1
7492,contrast,0
7493,judicial,0
7494,foreign,0
7495,sages,0
7496,instruction,6
7497,blight,0
7498,telleth,1
7499,kingdom,5
7500,observance,0
7501,purest,1
7502,scourge,3
7503,masters,1
7504,hence,0
7505,experimentally,0
7506,attendant,0
7507,wrinkling,0
7508,looks,0
7509,shows,0
7510,trusting,2
7511,appeaseth,2
7512,flock,2
7513,periodically,0
7514,proclaim,0
7515,honouring,0
7516,dealiug,0
7517,deeds,8
7518,lamentationlamentation,0
7519,ezechias,4
7520,s,29
7521,nipple,0
7522,quiescent,0
7523,anxiously,0
7524,thoroughly,0
7525,grinders,0
7526,approached,0
7527,inebriate,0
7528,capable,0
7529,hundred,5
7530,commonly,1
7531,color,0
7532,ecclesiasticus,4
7533,burns,0
7534,painful,0
7535,night,3
7536,wert,2
7537,perpetuate,0
7538,command,0
7539,communing,0
7540,adapted,0
7541,adaptation,0
7542,elephants,0
7543,faithful,17
7544,defines,0
7545,proof,0
7546,spots,0
7547,rough,1
7548,watches,1
7549,remaining,1
7550,plasmic,0
7551,acceptable,4
7552,steadiness,0
7553,arts,0
7554,unarisen,0
7555,preferred,0
7556,pale,0
7557,sweet,18
7558,answereth,0
7559,cock,0
7560,endows,0
7561,beautifulness,1
7562,star,1
7563,benevolence,0
7564,stinking,1
7565,idols,0
7566,walked,3
7567,softness,0
7568,examination,1
7569,householders,0
7570,figure,2
7571,gracious,1
7572,conscience,2
7573,characters,0
7574,medicines,1
7575,avoidance,0
7576,sensepowers,0
7577,scatter,0
7578,acceptance,0
7579,four,1
7580,unfeigned,0
7581,indrawn,0
7582,jericho,1
7583,lioness,0
7584,overpass,1
7585,focused,0
7586,inebriated,0
7587,undividedly,0
7588,apparent,0
7589,swedish,0
7590,melt,2
7591,prayers,3
7592,usury,0
7593,domestics,0
7594,extremity,0
7595,transmit,0
7596,mindful,2
7597,concerns,0
7598,freedom,0
7599,action,3
7600,mammon,1
7601,snares,3
7602,such,0
7603,unmanifested,0
7604,burden,4
7605,swiftly,1
7606,vibrations,0
7607,company,3
7608,salvation,4
7609,persistent,0
7610,obtains,0
7611,abashed,1
7612,sleepest,0
7613,wonderfully,1
7614,efforts,0
7615,unveiling,0
7616,serenity,0
7617,clip,0
7618,detachment,0
7619,occur,0
7620,appeased,1
7621,bands,5
7622,keeping,5
7623,glorieth,1
7624,bloodshed,1
7625,verge,0
7626,inhospitality,0
7627,prayed,3
7628,illumined,0
7629,devotees,0
7630,asleep,1
7631,sacrificially,0
7632,stimulus,0
7633,stiff,1
7634,behold,8
7635,defended,1
7636,valleys,0
7637,subordinate,0
7638,continuous,0
7639,grasp,0
7640,straitened,0
7641,muddy,0
7642,enwrapped,0
7643,godlike,0
7644,north,1
7645,sew,0
7646,various,0
7647,trumpets,1
7648,sina,1
7649,magic,0
7650,names,1
7651,perceived,1
7652,levi,1
7653,filleth,1
7654,hydrocarbons,0
7655,primordial,0
7656,oppresseth,0
7657,loan,0
7658,ulterior,0
7659,joineth,1
7660,refined,0
7661,pictures,0
7662,surveyed,0
7663,making,1
7664,alchemy,0
7665,unconscious,0
7666,industry,0
7667,bed,5
7668,swear,1
7669,despairdespair,0
7670,reprehension,0
7671,propitiatory,1
7672,disappointment,0
7673,maimed,0
7674,protector,3
7675,transgressions,0
7676,biting,0
7677,herds,0
7678,told,0
7679,tribulation,1
7680,invoked,1
7681,prove,1
7682,excellent,1
7683,provoked,1
7684,cognize,0
7685,enlighten,1
7686,inking,0
7687,covered,5
7688,population,0
7689,watch,7
7690,serving,0
7691,abroad,4
7692,unjust,13
7693,difficult,0
7694,enmity,3
7695,tangible,0
7696,illusions,0
7697,instruct,4
7698,religion,1
7699,aromas,0
7700,opinion,1
7701,removing,0
7702,allows,0
7703,shot,0
7704,hindmost,0
7705,wield,0
7706,instant,0
7707,seek,17
7708,libanus,2
7709,mount,5
7710,years,5
7711,focussing,0
7712,counterpart,0
7713,scoffer,0
7714,chapter,4
7715,halving,0
7716,blinded,0
7717,melting,0
7718,fantastical,0
7719,furrows,2
7720,dig,0
7721,hindu,0
7722,joys,1
7723,lie,9
7724,beware,8
7725,nervous,0
7726,rot,0
7727,fell,2
7728,conscious,0
7729,enchanter,1
7730,uses,0
7731,grieve,1
7732,supposing,0
7733,unification,0
7734,per,0
7735,embraces,0
7736,relate,0
7737,bring,18
7738,tranquil,0
7739,evanescent,0
7740,curious,2
7741,surroundings,0
7742,relinquishment,0
7743,sutra,0
7744,unnecessary,1
7745,bewildering,0
7746,terror,0
7747,learning,3
7748,call,1
7749,voluntary,0
7750,retained,0
7751,rejoiced,1
7752,liquid,0
7753,hour,4
7754,vitalizes,0
7755,creator,2
7756,warhorses,0
7757,legs,0
7758,suggests,0
7759,applied,0
7760,realize,0
7761,happiness,0
7762,moderns,0
7763,detract,0
7764,seated,0
7765,cheer,1
7766,discontented,0
7767,infinitudes,0
7768,restored,1
7769,avoided,0
7770,traversing,0
7771,righteous,0
7772,slip,2
7773,mistress,0
7774,reaching,0
7775,questioning,0
7776,astonished,1
7777,adds,0
7778,generation,8
7779,delicate,0
7780,caterpillar,0
7781,separating,0
7782,repose,2
7783,dull,0
7784,enfolded,0
7785,tear,1
7786,nameth,1
7787,sufficiently,1
7788,brilliant,0
7789,leads,0
7790,maintains,0
7791,abates,0
7792,thunders,0
7793,slowness,0
7794,prince,7
7795,foresee,0
7796,supposed,0
7797,cuts,0
7798,shewing,2
7799,martial,0
7800,revenged,0
7801,tide,0
7802,u,0
7803,goats,0
7804,meditation,0
7805,described,0
7806,worker,2
7807,piled,0
7808,treasures,8
7809,unsound,0
7810,hindered,2
7811,sorrowing,0
7812,ripen,0
7813,commandment,8
7814,controller,0
7815,windows,1
7816,genius,0
7817,impartial,0
7818,check,0
7819,sincere,0
7820,diversity,0
7821,hearer,0
7822,corners,0
7823,vessel,3
7824,lifteth,1
7825,prosper,1
7826,began,0
7827,cord,0
7828,prizes,0
7829,latin,0
7830,projects,0
7831,patience,11
7832,abound,5
7833,bitterly,2
7834,varieth,1
7835,painter,0
7836,discriminates,0
7837,ripening,0
7838,distantly,0
7839,external,0
7840,mentioned,1
7841,tying,0
7842,hungered,1
7843,overspreads,0
7844,finite,0
7845,harsh,1
7846,just,0
7847,refracted,0
7848,subtilties,1
7849,castingoff,0
7850,angles,0
7851,tangled,0
7852,copper,1
7853,selfluminous,0
7854,teach,2
7855,deadweight,0
7856,impossible,0
7857,texts,0
7858,thieves,0
7859,adding,0
7860,fullest,0
7861,descends,0
7862,discloseth,1
7863,notself,0
7864,chanaanite,0
7865,tumbling,0
7866,advancing,0
7867,chart,0
7868,likewise,3
7869,lord,152
7870,blast,0
7871,penalty,0
7872,appear,4
7873,foe,1
7874,exists,0
7875,displease,1
7876,deduction,0
7877,steadfastly,0
7878,purse,1
7879,stirring,0
7880,snowcrystal,0
7881,differ,0
7882,divested,0
7883,tathagata,0
7884,indeed,1
7885,dried,1
7886,pilot,0
7887,misuse,0
7888,attending,0
7889,sprinkling,0
7890,myrrh,1
7891,viz,7
7892,forms,0
7893,necessary,5
7894,fasteth,1
7895,commended,0
7896,indeterminable,0
7897,stopped,1
7898,ver,1
7899,friendship,5
7900,wine,19
7901,weighty,0
7902,stock,1
7903,stake,2
7904,sea,11
7905,treasure,8
7906,thumb,0
7907,pieces,3
7908,subtile,0
7909,soulconsciousness,0
7910,intentional,0
7911,harm,2
7912,scandalized,1
7913,organism,0
7914,marriage,0
7915,sanyama,0
7916,wife,18
7917,parable,1
7918,whence,3
7919,lamentation,0
7920,citizens,0
7921,allurements,0
7922,dormant,0
7923,stars,2
7924,slackened,0
7925,testimonies,1
7926,harlots,2
7927,broke,1
7928,spoil,0
7929,speed,0
7930,revealed,2
7931,rested,2
7932,clinging,0
7933,alpha,0
7934,apprehended,1
7935,hinders,0
7936,hill,0
7937,lodge,1
7938,absent,0
7939,overreached,0
7940,vanity,5
7941,definable,0
7942,master,1
7943,ether,0
7944,conflicts,0
7945,abode,2
7946,respect,5
7947,stealth,0
7948,otherwise,0
7949,requisite,0
7950,eager,1
7951,censuring,0
7952,lap,0
7953,subsisted,0
7954,brooks,1
7955,inertness,0
7956,recompense,3
7957,worldyminded,0
7958,expresses,0
7959,barns,0
7960,roboam,1
7961,locomotion,0
7962,heapeth,0
7963,whiteness,1
7964,request,1
7965,way,26
7966,founded,1
7967,flashes,0
7968,owest,1
7969,unclean,4
7970,overthrowing,0
7971,inertia,0
7972,limits,0
7973,shapely,0
7974,gifts,6
7975,jealousy,0
7976,atma,0
7977,devas,0
