,Words,TaoTeChing_Counts
6402,wealth,3
6403,beseech,0
6404,slothful,0
6405,sitting,0
6406,owes,0
6407,hurting,0
6408,courses,1
6409,forerunners,0
6410,priest,0
6411,history,0
6412,sensation,0
6413,livelihood,0
6414,token,0
6415,animals,0
6416,sides,0
6417,educative,0
6418,closely,0
6419,immortality,0
6420,generate,0
6421,senseorgans,0
6422,matures,1
6423,core,0
6424,penetrate,0
6425,unbinding,0
6426,perplexity,0
6427,distractions,0
6428,pity,0
6429,doth,3
6430,bad,2
6431,wellpolished,0
6432,reigneth,0
6433,men,45
6434,unseen,0
6435,boon,0
6436,tenderness,0
6437,meshes,1
6438,return,9
6439,chased,0
6440,wings,0
6441,late,0
6442,declared,0
6443,ecclesiastes,0
6444,help,0
6445,impressive,0
6446,smoulder,0
6447,whisperer,0
6448,preparing,0
6449,refusing,1
6450,vitally,0
6451,piety,0
6452,drink,0
6453,clings,0
6454,fivefactored,0
6455,rolleth,0
6456,serpents,0
6457,futile,0
6458,witness,0
6459,bowl,0
6460,skippeth,0
6461,meteor,0
6462,brightened,0
6463,uncleanness,0
6464,frugal,0
6465,planet,0
6466,believe,0
6467,recognition,0
6468,renunciation,0
6469,corruption,0
6470,conspired,0
6471,ensnare,0
6472,articulate,0
6473,stir,0
6474,hungry,0
6475,bright,6
6476,profiteth,0
6477,employed,3
6478,hawks,0
6479,reputation,1
6480,indecision,1
6481,evildoers,0
6482,dividing,0
6483,keeper,0
6484,forerunner,0
6485,rejoices,0
6486,beheld,0
6487,proceeds,3
6488,gnananishta,0
6489,injunction,0
6490,karmanishta,0
6491,drive,0
6492,timedial,0
6493,middling,0
6494,procuring,1
6495,worlds,0
6496,expiration,1
6497,preferring,0
6498,advised,0
6499,hates,0
6500,seer,0
6501,lances,0
6502,conformable,0
6503,dreadful,0
6504,sighing,0
6505,sail,0
6506,signify,0
6507,helped,0
6508,tank,0
6509,oneself,0
6510,problem,0
6511,keen,0
6512,simultaneous,0
6513,paps,0
6514,backward,0
6515,magnetic,0
6516,doctrine,0
6517,sunlight,0
6518,solemn,0
6519,content,1
6520,descended,0
6521,companions,0
6522,thorny,0
6523,reference,0
6524,humbled,0
6525,guarded,1
6526,occupy,0
6527,forgive,0
6528,stones,0
6529,dealt,2
6530,concern,0
6531,fashioned,2
6532,acclimatization,0
6533,inferences,0
6534,runner,0
6535,english,0
6536,cutting,0
6537,eternal,0
6538,repent,0
6539,distinguishable,0
6540,grosser,0
6541,nourisheth,0
6542,vilest,0
6543,combination,0
6544,device,0
6545,wearied,0
6546,immense,0
6547,chaos,1
6548,slowly,0
6549,brahma,0
6550,glen,0
6551,dieth,0
6552,died,0
6553,poles,0
6554,holy,0
6555,beasts,1
6556,silence,0
6557,confirm,0
6558,dispassion,0
6559,abstract,0
6560,quencheth,0
6561,occupying,1
6562,condemn,0
6563,scorner,0
6564,saith,0
6565,owe,0
6566,meeting,0
6567,grew,2
6568,fringe,1
6569,supply,0
6570,beauties,1
6571,reprove,0
6572,inmost,0
6573,innermost,0
6574,holes,0
6575,esteemed,0
6576,fold,0
6577,untouched,0
6578,gathers,0
6579,unguarded,0
6580,salutations,0
6581,dathan,0
6582,loneliness,0
6583,angry,0
6584,passes,2
6585,valour,0
6586,desired,0
6587,brighter,0
6588,memory,0
6589,similies,0
6590,inheres,0
6591,reflection,0
6592,greatest,6
6593,extol,0
6594,unenduring,0
6595,rapier,0
6596,viewing,0
6597,importunate,0
6598,superb,0
6599,port,1
6600,progressive,0
6601,pastime,0
6602,divinely,0
6603,garment,1
6604,carbuncle,0
6605,magnetism,0
6606,garden,0
6607,behaviour,0
6608,manes,2
6609,spoiled,0
6610,yield,0
6611,travellers,0
6612,minue,0
6613,predication,0
6614,scorneth,0
6615,issue,0
6616,discerned,0
6617,even,6
6618,modifications,0
6619,heir,0
6620,neitherpleasantnorpainful,0
6621,subjugation,2
6622,carried,1
6623,corruptible,0
6624,oftentimes,0
6625,lordly,0
6626,expectations,0
6627,servants,0
6628,babbler,0
6629,following,1
6630,reach,0
6631,establishes,0
6632,exalteth,0
6633,chatter,0
6634,ceremonies,0
6635,balanced,0
6636,worldbody,0
6637,depart,0
6638,corn,0
6639,questioner,0
6640,beams,0
6641,trieth,0
6642,herbs,0
6643,demonstrations,1
6644,islands,0
6645,inclusive,0
6646,tempering,0
6647,blue,0
6648,kine,0
6649,multitudes,1
6650,compassion,0
6651,risk,1
6652,alight,0
6653,sanctified,0
6654,keeps,4
6655,samaritans,0
6656,bearing,0
6657,aspiration,0
6658,attenuated,1
6659,selves,0
6660,waking,0
6661,petal,0
6662,receive,3
6663,riotousness,0
6664,signified,0
6665,released,0
6666,livest,0
6667,pebble,0
6668,intoxicants,0
6669,thirsty,0
6670,dressing,0
6671,scorned,0
6672,degrees,0
6673,designing,0
6674,fastened,0
6675,lotusbud,0
6676,dejected,1
6677,delusive,0
6678,oneness,0
6679,mighty,2
6680,moistureladen,0
6681,secure,2
6682,tub,0
6683,derived,0
6684,frankincense,0
6685,omens,0
6686,unevolving,0
6687,occupies,1
6688,infirmity,0
6689,plenitude,0
6690,attributed,0
6691,deaths,0
6692,fortification,0
6693,claim,4
6694,expanding,0
6695,infinitely,0
6696,gorge,0
6697,evaluations,0
6698,phase,0
6699,question,0
6700,oppression,0
6701,john,0
6702,neighbour,0
6703,victor,1
6704,ascended,0
6705,especially,0
6706,differing,0
6707,lovely,0
6708,vomit,0
6709,corresponds,0
6710,float,0
6711,inch,1
6712,symbolofrank,1
6713,corrupt,0
6714,telepathy,0
6715,paul,0
6716,put,3
6717,libation,0
6718,ruppati,0
6719,deprived,0
6720,uttermost,0
6721,selfishness,0
6722,gaseous,0
6723,unless,0
6724,indulged,0
6725,bond,0
6726,effeminate,0
6727,seven,0
6728,forbidden,0
6729,riddles,0
6730,brink,0
6731,laid,0
6732,hip,0
6733,credit,0
6734,stealeth,0
6735,sure,11
6736,worth,2
6737,dazzle,1
6738,lendeth,0
6739,ye,0
6740,prayeth,0
6741,hammered,0
6742,stilling,0
6743,eightfold,0
6744,eer,1
6745,neigheth,0
6746,pleased,1
6747,neighbours,0
6748,grouped,0
6749,thundered,0
6750,worldlings,0
6751,moistening,0
6752,building,0
6753,witty,0
6754,awareness,0
6755,confessed,0
6756,purification,0
6757,exception,1
6758,dependable,0
6759,armed,0
6760,cackling,0
6761,mouths,0
6762,inventions,0
6763,soweth,0
6764,consummated,0
6765,indigent,0
6766,overcomes,9
6767,condemning,0
6768,coarselooking,1
6769,continues,2
6770,intelligible,0
6771,visakha,0
6772,dethrones,0
6773,dispense,1
6774,outflowing,2
6775,swoon,0
6776,oblation,0
6777,bonds,0
6778,unchastity,0
6779,bloodthirsty,0
6780,unthinkable,0
6781,footing,0
6782,lest,0
6783,sparedst,0
6784,pondering,0
6785,chastised,0
6786,wisdom,4
6787,government,6
6788,nitre,0
6789,protected,0
6790,disquieting,0
6791,savest,0
6792,innumerable,0
6793,concertation,0
6794,differentiating,0
6795,fat,0
6796,grieving,0
6797,appropriate,0
6798,ice,1
6799,persevering,0
6800,grope,0
6801,outer,1
6802,wool,0
6803,overpower,0
6804,inseparable,1
6805,scarce,0
6806,inflict,1
6807,vultures,0
6808,rejecting,0
6809,signifies,0
6810,received,1
6811,thoughtless,0
6812,robber,0
6813,sickly,0
6814,mischief,0
6815,pleaseth,0
6816,appeasing,0
6817,seduced,0
6818,haughty,0
6819,mournful,0
6820,conceals,0
6821,symbolizes,0
6822,certain,0
6823,manifest,2
6824,upholdeth,0
6825,sharpness,3
6826,testament,0
6827,exactly,0
6828,surmounts,0
6829,shining,0
6830,impose,0
6831,affable,0
6832,mechanism,0
6833,molest,0
6834,sojourned,0
6835,presses,0
6836,wishes,2
6837,puts,6
6838,consuming,0
6839,broughtest,0
6840,steadfast,0
6841,hated,0
6842,psychic,0
6843,branches,0
6844,veiled,0
6845,careful,1
6846,half,0
6847,graces,0
6848,eve,1
6849,continued,0
6850,simplest,0
6851,ability,4
6852,doer,0
6853,processes,3
6854,vision,0
6855,accounts,0
6856,energy,3
6857,refers,0
6858,consented,0
6859,miserably,0
6860,babe,1
6861,the,8
6862,loseth,0
6863,twisted,0
6864,consequent,0
6865,diving,0
6866,uncoloured,0
6867,honoureth,0
6868,goodness,1
6869,performance,0
6870,belly,1
6871,strifes,0
6872,story,0
6873,completion,1
6874,falling,0
6875,lifecurrent,0
6876,struggle,0
6877,observation,2
6878,intellectsphere,0
6879,sitteth,0
6880,lapidary,0
6881,nachiketas,0
6882,mirth,0
6883,grasps,0
6884,oil,0
6885,transcended,0
6886,levitating,0
6887,memories,0
6888,developing,0
6889,partridge,0
6890,consciousness,0
6891,foreshewed,0
6892,unsustained,0
6893,horse,0
6894,shrewdness,1
6895,stumblingblocks,0
6896,arrives,1
6897,writhe,0
6898,rotten,0
6899,modesty,0
6900,saint,0
6901,wrongs,0
6902,afflicteth,0
6903,dashes,1
6904,exertion,1
6905,bells,0
6906,contemplates,0
6907,prayer,0
6908,father,0
6909,man,16
6910,defileth,0
6911,ordinance,0
6912,afflictions,0
6913,conjoined,0
6914,disguise,0
6915,dwell,0
6916,inquired,0
6917,adulterer,0
6918,turneth,0
6919,conceived,2
6920,exist,0
6921,solve,0
6922,consequences,0
6923,entice,0
6924,disappoint,0
6925,hue,0
6926,performed,0
6927,extent,0
6928,at,0
6929,oppressed,0
6930,consists,0
6931,ministered,0
6932,patient,0
6933,dawning,0
6934,faulty,0
6935,forced,0
6936,cover,0
6937,craftsman,0
6938,sift,0
6939,expression,0
6940,brokest,0
6941,groaneth,0
6942,inborn,0
6943,fulness,2
6944,inflow,0
6945,fall,0
6946,longevity,1
6947,unskilful,0
6948,obedience,1
6949,quiesence,0
6950,lilies,0
6951,infliction,1
6952,largest,1
6953,bury,0
6954,focusing,0
6955,raiseth,0
6956,borne,1
6957,aberrant,0
6958,issued,1
6959,cherish,0
6960,directed,1
6961,subordination,0
6962,accepts,1
6963,diversified,0
6964,corrected,0
6965,begging,0
6966,sightedness,1
6967,conversant,0
6968,deplores,1
6969,aaron,0
6970,gladly,0
6971,void,2
6972,lifebreath,0
6973,sichem,0
6974,hests,1
6975,torture,0
6976,honest,0
6977,house,0
6978,guard,6
6979,thoughtreading,0
6980,maidens,0
6981,almighty,0
6982,afflict,0
6983,selfsame,0
6984,inward,0
6985,novice,0
6986,repeated,2
6987,fixity,0
6988,chooser,0
6989,sanctify,0
6990,activity,1
6991,isaias,0
6992,later,0
6993,entered,0
6994,ascetics,0
6995,deceitfulness,0
6996,caught,0
6997,thereto,0
6998,breath,4
6999,goliath,0
7000,inherence,0
7001,newton,0
7002,intending,0
7003,tread,0
7004,sceptre,0
7005,wrought,0
7006,resideth,0
7007,contentious,0
7008,nose,0
7009,tops,0
7010,exceptions,0
7011,tyrants,0
7012,winks,0
7013,swelling,0
7014,ox,0
7015,bloated,0
7016,spit,0
7017,menservants,0
7018,identified,0
7019,spectra,0
7020,callings,0
7021,troubles,1
7022,pit,0
7023,passionate,0
7024,alive,0
7025,confounds,0
7026,learn,2
7027,musician,0
7028,bringest,0
7029,unconditioned,0
7030,fields,1
7031,swimming,0
7032,nachiketa,0
7033,adore,0
7034,killed,1
7035,infatuated,0
7036,loved,1
7037,prefer,3
7038,cutteth,0
7039,malice,0
7040,knead,0
7041,weak,6
7042,oversoul,0
7043,granaries,1
7044,ultimate,0
7045,fowls,1
7046,murderer,0
7047,uplifted,0
7048,dialectic,0
7049,monument,0
7050,thistles,0
7051,catching,0
7052,friend,0
7053,gods,0
7054,ship,0
7055,primitive,1
7056,exemplified,0
7057,bends,1
7058,taxes,1
7059,resected,0
7060,test,0
7061,twould,1
7062,superiors,2
7063,species,0
7064,resist,0
7065,enmeshed,0
7066,overwhelmed,0
7067,suspended,0
7068,profit,3
7069,heal,0
7070,realms,0
7071,partial,2
7072,wipeth,0
7073,impulses,0
7074,cool,0
7075,designations,1
7076,bolts,1
7077,scaled,0
7078,drawn,0
7079,pin,0
7080,spasmodic,1
7081,firm,9
7082,obligation,0
7083,beggarly,0
7084,execrable,0
7085,fastening,0
7086,mathematically,0
7087,findeth,0
7088,obscurities,0
7089,ready,2
7090,strict,0
7091,heardest,0
7092,vowed,0
7093,battle,2
7094,thirst,0
7095,contentment,1
7096,illustrate,1
7097,minor,0
7098,commentary,0
7099,devil,0
7100,vantageground,0
7101,unwrought,1
7102,imprudence,0
7103,waiting,0
7104,like,24
7105,angereth,0
7106,expedients,0
7107,backbiteth,0
7108,muscles,0
7109,carbon,0
7110,shape,0
7111,nameless,1
7112,mention,0
7113,abhor,0
7114,origin,0
7115,trunk,0
7116,whims,0
7117,juda,0
7118,impressed,0
7119,language,0
7120,post,0
7121,longenduring,1
7122,equal,2
7123,eunuch,0
7124,prospects,1
7125,attains,0
7126,roe,0
7127,feasts,0
7128,border,1
7129,lifetime,0
7130,splendid,0
7131,roots,1
7132,despair,0
7133,defence,0
7134,dhp,0
7135,mansion,0
7136,philo,0
7137,sharpen,0
7138,excite,1
7139,moments,0
7140,perfumed,0
7141,commend,0
7142,effort,3
7143,tables,0
7144,hardened,0
7145,concrete,0
7146,malediction,0
7147,bird,1
7148,surround,0
7149,ruin,1
7150,grown,0
7151,cost,0
7152,covet,0
7153,throw,0
7154,hearkeneth,0
7155,desire,7
7156,helper,2
7157,groaned,0
7158,noble,0
7159,courtyard,1
7160,estate,0
7161,gestation,0
7162,unspeakable,0
7163,cleanly,0
7164,bee,0
7165,miserable,0
7166,traceth,0
7167,substance,0
7168,fortified,0
7169,sons,2
7170,horribly,0
7171,mysterious,6
7172,uttereth,0
7173,pattern,1
7174,resolved,0
7175,numberless,0
7176,partner,0
7177,potsherd,0
7178,affrighted,0
7179,rejoice,1
7180,mystery,5
7181,stop,2
7182,baseballs,0
7183,spared,0
7184,associations,1
7185,murmur,0
7186,works,0
7187,selfknowledge,0
7188,tenor,0
7189,superfluous,0
7190,else,0
7191,tapas,0
7192,flieth,0
7193,ascension,0
7194,informed,0
7195,reproof,0
7196,dissemble,0
7197,theres,0
7198,pristine,0
7199,seems,9
7200,consistent,0
7201,accursed,0
7202,rib,0
7203,effulgent,0
7204,primal,0
7205,subject,2
7206,bold,3
7207,victims,0
7208,rioting,0
7209,puffeth,0
7210,garland,0
7211,wantest,0
7212,evils,0
7213,surveying,0
7214,appearances,0
7215,crush,0
7216,offspring,0
7217,door,2
7218,detesteth,0
7219,descent,0
7220,gaze,0
7221,mindfulness,0
7222,aye,1
7223,causal,0
7224,daily,0
7225,difficulty,4
7226,eloquently,0
7227,firegod,0
7228,clean,0
7229,squander,0
7230,practical,0
7231,vile,0
7232,overpressure,0
7233,lantern,0
7234,lawful,0
7235,verified,0
7236,brethren,0
7237,shifting,0
7238,fabrication,0
7239,sensuous,0
7240,evening,0
7241,germ,0
7242,diminishing,0
7243,mental,0
7244,mercies,0
7245,selfboasting,1
7246,one,51
7247,assist,1
7248,vedas,0
7249,severed,0
7250,fight,1
7251,problems,0
7252,scheming,1
7253,wickedly,0
7254,harmless,0
7255,accordance,2
7256,bloom,0
7257,admire,0
7258,opened,0
7259,debts,0
7260,mere,0
7261,joseph,0
7262,really,1
7263,sentences,0
7264,horeb,0
7265,snare,0
7266,transference,0
7267,distribute,0
7268,equanimity,0
7269,deliberation,0
7270,temple,0
7271,incapable,1
7272,delicious,0
7273,forgiven,0
7274,songs,0
7275,supplying,0
7276,cosmic,0
7277,smoother,0
7278,drops,0
7279,sorrowful,0
7280,rebuking,0
7281,mung,0
7282,gradual,0
7283,fast,1
7284,skipped,0
7285,modifying,0
7286,benighted,1
7287,loins,0
7288,majority,0
7289,debasement,0
7290,pervades,0
7291,strengthen,1
7292,comingforth,0
7293,reported,0
7294,vajasrava,0
7295,heightening,0
7296,formeth,0
7297,renewing,0
7298,religiousness,0
7299,abundance,0
7300,general,1
7301,samsara,0
7302,aditi,0
7303,instead,3
7304,beings,0
7305,flashing,0
7306,rightly,1
7307,reviling,0
7308,chastiseth,0
7309,web,0
7310,charity,0
7311,conquered,0
7312,thin,0
7313,offers,0
7314,covering,0
7315,neglected,0
7316,angered,0
7317,carefulness,0
7318,new,2
7319,sixth,0
7320,communicate,0
7321,attacking,1
7322,debate,0
7323,delight,2
7324,looking,2
7325,gross,0
7326,dogged,0
7327,enkindles,0
7328,friendships,0
7329,outgrown,0
7330,mosquitoes,0
7331,shore,0
7332,important,0
7333,outburst,0
7334,stretches,1
7335,burial,0
7336,mesmerists,0
7337,pitch,0
7338,imperfections,0
7339,reflected,0
7340,discord,0
7341,plots,0
7342,feebleness,1
7343,impresses,0
7344,bricks,0
7345,displaces,0
7346,maladies,0
7347,uptorn,1
7348,unsteady,0
7349,maturity,2
7350,tongued,0
7351,fancieth,0
7352,overlap,0
7353,heavy,0
7354,basilisk,0
7355,govern,4
7356,kiss,0
7357,slays,0
7358,backbiting,0
7359,seat,0
7360,execute,0
7361,peril,1
7362,encompasseth,0
7363,whereby,1
7364,profession,0
7365,doting,0
7366,conference,0
7367,upward,0
7368,lament,0
7369,continuity,0
7370,sling,0
7371,noisy,0
7372,offence,0
7373,throat,1
7374,distinctively,0
7375,try,3
7376,linked,0
7377,hues,1
7378,discriminating,0
7379,singleness,0
7380,earlier,0
7381,alto,0
7382,existents,0
7383,abominations,0
7384,formula,0
7385,slipped,0
7386,purple,0
7387,tip,0
7388,begot,0
7389,household,0
7390,abraham,0
7391,sometime,0
7392,unsullied,0
7393,wasted,0
7394,accessary,0
7395,attributes,10
7396,contradictory,0
7397,accumulate,1
7398,accuse,0
7399,demigods,0
7400,sayest,0
7401,clear,3
7402,meats,0
7403,broad,0
7404,undone,0
7405,burning,0
7406,gold,1
7407,shown,2
7408,aging,0
7409,invitations,0
7410,blend,1
7411,manageable,0
7412,holidays,0
7413,currents,0
7414,office,0
7415,hoped,0
7416,extension,0
7417,fallen,0
7418,regain,0
7419,included,0
7420,spy,0
7421,air,1
7422,continuance,0
7423,scriptures,0
7424,walls,1
7425,charnel,0
7426,odious,0
7427,frost,0
7428,serves,1
7429,transferred,0
7430,TRUE,3
7431,supplications,0
7432,believed,0
7433,feller,1
7434,abominable,0
7435,wombs,0
7436,splendour,0
7437,comfort,0
7438,equity,0
7439,banyan,0
7440,fencer,0
7441,flowing,1
7442,authority,0
7443,stands,1
7444,appetite,0
7445,glorifieth,0
7446,redeemer,0
7447,words,9
7448,establishing,0
7449,unmindful,0
7450,solutions,0
7451,therein,1
7452,beholding,0
7453,performing,0
7454,supplemented,0
7455,clamours,0
7456,failure,2
7457,subtler,0
7458,wondrous,0
7459,nightingale,0
7460,distracted,0
7461,difference,1
7462,beginneth,0
7463,purchasing,0
7464,stoppeth,0
7465,money,0
7466,suretyship,0
7467,city,0
7468,astronomy,0
7469,princes,6
7470,study,0
7471,reflects,0
7472,harmonious,1
7473,totality,0
7474,shew,0
7475,lost,6
7476,overthrown,0
7477,gloom,0
7478,shake,0
7479,matters,0
7480,guess,0
7481,receivest,0
7482,envieth,0
7483,eighth,0
7484,fingers,0
7485,condemned,0
7486,pith,0
7487,worldfeelings,0
7488,incurs,1
7489,lets,0
7490,piling,0
7491,buried,0
7492,contrast,1
7493,judicial,0
7494,foreign,1
7495,sages,2
7496,instruction,0
7497,blight,1
7498,telleth,0
7499,kingdom,11
7500,observance,0
7501,purest,0
7502,scourge,1
7503,masters,1
7504,hence,8
7505,experimentally,0
7506,attendant,0
7507,wrinkling,0
7508,looks,0
7509,shows,0
7510,trusting,0
7511,appeaseth,0
7512,flock,0
7513,periodically,0
7514,proclaim,0
7515,honouring,2
7516,dealiug,0
7517,deeds,2
7518,lamentationlamentation,0
7519,ezechias,0
7520,s,23
7521,nipple,0
7522,quiescent,0
7523,anxiously,0
7524,thoroughly,0
7525,grinders,0
7526,approached,0
7527,inebriate,0
7528,capable,0
7529,hundred,1
7530,commonly,0
7531,color,0
7532,ecclesiasticus,0
7533,burns,0
7534,painful,0
7535,night,0
7536,wert,0
7537,perpetuate,1
7538,command,1
7539,communing,0
7540,adapted,0
7541,adaptation,1
7542,elephants,0
7543,faithful,0
7544,defines,0
7545,proof,0
7546,spots,0
7547,rough,0
7548,watches,0
7549,remaining,1
7550,plasmic,0
7551,acceptable,0
7552,steadiness,0
7553,arts,1
7554,unarisen,0
7555,preferred,0
7556,pale,1
7557,sweet,2
7558,answereth,0
7559,cock,0
7560,endows,0
7561,beautifulness,0
7562,star,0
7563,benevolence,5
7564,stinking,0
7565,idols,0
7566,walked,0
7567,softness,1
7568,examination,0
7569,householders,0
7570,figure,1
7571,gracious,0
7572,conscience,0
7573,characters,1
7574,medicines,0
7575,avoidance,0
7576,sensepowers,0
7577,scatter,0
7578,acceptance,0
7579,four,1
7580,unfeigned,0
7581,indrawn,0
7582,jericho,0
7583,lioness,0
7584,overpass,0
7585,focused,0
7586,inebriated,0
7587,undividedly,0
7588,apparent,0
7589,swedish,0
7590,melt,0
7591,prayers,0
7592,usury,0
7593,domestics,0
7594,extremity,0
7595,transmit,0
7596,mindful,0
7597,concerns,0
7598,freedom,1
7599,action,8
7600,mammon,0
7601,snares,0
7602,such,0
7603,unmanifested,0
7604,burden,0
7605,swiftly,0
7606,vibrations,0
7607,company,0
7608,salvation,0
7609,persistent,0
7610,obtains,0
7611,abashed,0
7612,sleepest,0
7613,wonderfully,0
7614,efforts,0
7615,unveiling,0
7616,serenity,0
7617,clip,0
7618,detachment,0
7619,occur,0
7620,appeased,0
7621,bands,0
7622,keeping,1
7623,glorieth,0
7624,bloodshed,0
7625,verge,0
7626,inhospitality,0
7627,prayed,0
7628,illumined,0
7629,devotees,0
7630,asleep,0
7631,sacrificially,0
7632,stimulus,0
7633,stiff,0
7634,behold,1
7635,defended,0
7636,valleys,2
7637,subordinate,0
7638,continuous,0
7639,grasp,4
7640,straitened,0
7641,muddy,2
7642,enwrapped,0
7643,godlike,0
7644,north,0
7645,sew,0
7646,various,0
7647,trumpets,0
7648,sina,0
7649,magic,0
7650,names,3
7651,perceived,0
7652,levi,0
7653,filleth,0
7654,hydrocarbons,0
7655,primordial,1
7656,oppresseth,0
7657,loan,0
7658,ulterior,2
7659,joineth,0
7660,refined,0
7661,pictures,0
7662,surveyed,0
7663,making,5
7664,alchemy,0
7665,unconscious,0
7666,industry,0
7667,bed,0
7668,swear,0
7669,despairdespair,0
7670,reprehension,0
7671,propitiatory,0
7672,disappointment,1
7673,maimed,0
7674,protector,0
7675,transgressions,0
7676,biting,0
7677,herds,0
7678,told,1
7679,tribulation,0
7680,invoked,0
7681,prove,0
7682,excellent,0
7683,provoked,0
7684,cognize,0
7685,enlighten,1
7686,inking,0
7687,covered,0
7688,population,1
7689,watch,0
7690,serving,0
7691,abroad,0
7692,unjust,0
7693,difficult,7
7694,enmity,0
7695,tangible,0
7696,illusions,0
7697,instruct,0
7698,religion,0
7699,aromas,0
7700,opinion,0
7701,removing,0
7702,allows,1
7703,shot,0
7704,hindmost,1
7705,wield,0
7706,instant,0
7707,seek,3
7708,libanus,0
7709,mount,0
7710,years,1
7711,focussing,0
7712,counterpart,0
7713,scoffer,0
7714,chapter,0
7715,halving,0
7716,blinded,0
7717,melting,1
7718,fantastical,0
7719,furrows,0
7720,dig,0
7721,hindu,0
7722,joys,0
7723,lie,0
7724,beware,0
7725,nervous,0
7726,rot,0
7727,fell,1
7728,conscious,0
7729,enchanter,0
7730,uses,4
7731,grieve,0
7732,supposing,0
7733,unification,0
7734,per,0
7735,embraces,0
7736,relate,0
7737,bring,4
7738,tranquil,0
7739,evanescent,1
7740,curious,0
7741,surroundings,0
7742,relinquishment,0
7743,sutra,0
7744,unnecessary,0
7745,bewildering,0
7746,terror,0
7747,learning,2
7748,call,8
7749,voluntary,0
7750,retained,0
7751,rejoiced,0
7752,liquid,0
7753,hour,0
7754,vitalizes,0
7755,creator,0
7756,warhorses,1
7757,legs,1
7758,suggests,0
7759,applied,0
7760,realize,0
7761,happiness,5
7762,moderns,0
7763,detract,0
7764,seated,0
7765,cheer,0
7766,discontented,1
7767,infinitudes,0
7768,restored,0
7769,avoided,0
7770,traversing,0
7771,righteous,0
7772,slip,0
7773,mistress,0
7774,reaching,1
7775,questioning,0
7776,astonished,0
7777,adds,0
7778,generation,0
7779,delicate,0
7780,caterpillar,0
7781,separating,1
7782,repose,1
7783,dull,3
7784,enfolded,0
7785,tear,0
7786,nameth,0
7787,sufficiently,0
7788,brilliant,1
7789,leads,4
7790,maintains,2
7791,abates,0
7792,thunders,0
7793,slowness,0
7794,prince,3
7795,foresee,0
7796,supposed,0
7797,cuts,1
7798,shewing,0
7799,martial,1
7800,revenged,0
7801,tide,1
7802,u,0
7803,goats,0
7804,meditation,0
7805,described,1
7806,worker,0
7807,piled,0
7808,treasures,1
7809,unsound,0
7810,hindered,0
7811,sorrowing,0
7812,ripen,0
7813,commandment,0
7814,controller,0
7815,windows,1
7816,genius,0
7817,impartial,0
7818,check,0
7819,sincere,7
7820,diversity,0
7821,hearer,0
7822,corners,0
7823,vessel,4
7824,lifteth,0
7825,prosper,0
7826,began,0
7827,cord,0
7828,prizes,1
7829,latin,0
7830,projects,0
7831,patience,0
7832,abound,1
7833,bitterly,0
7834,varieth,0
7835,painter,0
7836,discriminates,0
7837,ripening,0
7838,distantly,1
7839,external,1
7840,mentioned,0
7841,tying,0
7842,hungered,0
7843,overspreads,1
7844,finite,0
7845,harsh,0
7846,just,0
7847,refracted,0
7848,subtilties,0
7849,castingoff,0
7850,angles,1
7851,tangled,0
7852,copper,0
7853,selfluminous,0
7854,teach,2
7855,deadweight,0
7856,impossible,2
7857,texts,0
7858,thieves,3
7859,adding,0
7860,fullest,2
7861,descends,0
7862,discloseth,0
7863,notself,0
7864,chanaanite,0
7865,tumbling,0
7866,advancing,1
7867,chart,0
7868,likewise,0
7869,lord,4
7870,blast,0
7871,penalty,0
7872,appear,6
7873,foe,0
7874,exists,0
7875,displease,0
7876,deduction,0
7877,steadfastly,0
7878,purse,0
7879,stirring,0
7880,snowcrystal,0
7881,differ,0
7882,divested,0
7883,tathagata,0
7884,indeed,3
7885,dried,0
7886,pilot,0
7887,misuse,0
7888,attending,0
7889,sprinkling,0
7890,myrrh,0
7891,viz,0
7892,forms,4
7893,necessary,0
7894,fasteth,0
7895,commended,0
7896,indeterminable,1
7897,stopped,0
7898,ver,0
7899,friendship,0
7900,wine,0
7901,weighty,0
7902,stock,0
7903,stake,0
7904,sea,1
7905,treasure,0
7906,thumb,0
7907,pieces,0
7908,subtile,0
7909,soulconsciousness,0
7910,intentional,0
7911,harm,2
7912,scandalized,0
7913,organism,0
7914,marriage,0
7915,sanyama,0
7916,wife,0
7917,parable,0
7918,whence,0
7919,lamentation,0
7920,citizens,0
7921,allurements,0
7922,dormant,0
7923,stars,0
7924,slackened,0
7925,testimonies,0
7926,harlots,0
7927,broke,0
7928,spoil,1
7929,speed,0
7930,revealed,0
7931,rested,0
7932,clinging,0
7933,alpha,0
7934,apprehended,0
7935,hinders,0
7936,hill,0
7937,lodge,0
7938,absent,0
7939,overreached,0
7940,vanity,0
7941,definable,0
7942,master,4
7943,ether,0
7944,conflicts,0
7945,abode,0
7946,respect,0
7947,stealth,0
7948,otherwise,0
7949,requisite,0
7950,eager,0
7951,censuring,0
7952,lap,0
7953,subsisted,1
7954,brooks,0
7955,inertness,0
7956,recompense,1
7957,worldyminded,0
7958,expresses,0
7959,barns,0
7960,roboam,0
7961,locomotion,0
7962,heapeth,0
7963,whiteness,0
7964,request,0
7965,way,24
7966,founded,0
7967,flashes,0
7968,owest,0
7969,unclean,0
7970,overthrowing,0
7971,inertia,0
7972,limits,0
7973,shapely,0
7974,gifts,1
7975,jealousy,0
7976,atma,0
7977,devas,0
7978,rainbow,0
7979,painted,0
7980,meek,0
