,Words,YogaSutra_Counts
6403,beseech,0
6404,slothful,0
6405,sitting,1
6406,owes,1
6407,hurting,0
6408,courses,0
6409,forerunners,0
6410,priest,0
6411,history,1
6412,sensation,9
6413,livelihood,0
6414,token,0
6415,animals,3
6416,sides,2
6417,educative,1
6418,closely,3
6419,immortality,7
6420,generate,1
6421,senseorgans,0
6422,matures,0
6423,core,0
6424,penetrate,1
6425,unbinding,0
6426,perplexity,0
6427,distractions,1
6428,pity,0
6429,doth,0
6430,bad,0
6431,wellpolished,0
6432,reigneth,0
6433,men,9
6434,unseen,3
6435,boon,0
6436,tenderness,0
6437,meshes,3
6438,return,2
6439,chased,0
6440,wings,1
6441,late,0
6442,declared,1
6443,ecclesiastes,0
6444,help,5
6445,impressive,0
6446,smoulder,1
6447,whisperer,0
6448,preparing,0
6449,refusing,0
6450,vitally,1
6451,piety,0
6452,drink,1
6453,clings,0
6454,fivefactored,0
6455,rolleth,0
6456,serpents,0
6457,futile,1
6458,witness,2
6459,bowl,0
6460,skippeth,0
6461,meteor,1
6462,brightened,0
6463,uncleanness,1
6464,frugal,0
6465,planet,1
6466,believe,1
6467,recognition,2
6468,renunciation,1
6469,corruption,1
6470,conspired,0
6471,ensnare,1
6472,articulate,0
6473,stir,0
6474,hungry,0
6475,bright,1
6476,profiteth,0
6477,employed,0
6478,hawks,0
6479,reputation,0
6480,indecision,0
6481,evildoers,0
6482,dividing,2
6483,keeper,0
6484,forerunner,0
6485,rejoices,0
6486,beheld,0
6487,proceeds,0
6488,gnananishta,0
6489,injunction,2
6490,karmanishta,0
6491,drive,1
6492,timedial,1
6493,middling,1
6494,procuring,0
6495,worlds,8
6496,expiration,0
6497,preferring,0
6498,advised,0
6499,hates,1
6500,seer,10
6501,lances,0
6502,conformable,2
6503,dreadful,0
6504,sighing,0
6505,sail,0
6506,signify,0
6507,helped,0
6508,tank,1
6509,oneself,2
6510,problem,4
6511,keen,2
6512,simultaneous,0
6513,paps,0
6514,backward,1
6515,magnetic,2
6516,doctrine,4
6517,sunlight,3
6518,solemn,0
6519,content,2
6520,descended,0
6521,companions,7
6522,thorny,2
6523,reference,0
6524,humbled,0
6525,guarded,0
6526,occupy,0
6527,forgive,0
6528,stones,0
6529,dealt,1
6530,concern,3
6531,fashioned,1
6532,acclimatization,1
6533,inferences,0
6534,runner,0
6535,english,0
6536,cutting,2
6537,eternal,52
6538,repent,0
6539,distinguishable,1
6540,grosser,1
6541,nourisheth,0
6542,vilest,0
6543,combination,1
6544,device,0
6545,wearied,0
6546,immense,0
6547,chaos,0
6548,slowly,3
6549,brahma,0
6550,glen,0
6551,dieth,0
6552,died,1
6553,poles,0
6554,holy,6
6555,beasts,0
6556,silence,2
6557,confirm,1
6558,dispassion,0
6559,abstract,2
6560,quencheth,0
6561,occupying,0
6562,condemn,0
6563,scorner,0
6564,saith,1
6565,owe,0
6566,meeting,0
6567,grew,0
6568,fringe,0
6569,supply,0
6570,beauties,0
6571,reprove,0
6572,inmost,2
6573,innermost,0
6574,holes,0
6575,esteemed,0
6576,fold,1
6577,untouched,0
6578,gathers,2
6579,unguarded,1
6580,salutations,0
6581,dathan,0
6582,loneliness,1
6583,angry,0
6584,passes,8
6585,valour,4
6586,desired,2
6587,brighter,0
6588,memory,5
6589,similies,0
6590,inheres,1
6591,reflection,3
6592,greatest,1
6593,extol,0
6594,unenduring,1
6595,rapier,1
6596,viewing,4
6597,importunate,1
6598,superb,2
6599,port,0
6600,progressive,1
6601,pastime,0
6602,divinely,1
6603,garment,1
6604,carbuncle,0
6605,magnetism,2
6606,garden,0
6607,behaviour,0
6608,manes,0
6609,spoiled,0
6610,yield,0
6611,travellers,0
6612,minue,0
6613,predication,3
6614,scorneth,0
6615,issue,0
6616,discerned,1
6617,even,24
6618,modifications,1
6619,heir,2
6620,neitherpleasantnorpainful,0
6621,subjugation,0
6622,carried,5
6623,corruptible,0
6624,oftentimes,0
6625,lordly,1
6626,expectations,1
6627,servants,0
6628,babbler,0
6629,following,2
6630,reach,3
6631,establishes,1
6632,exalteth,0
6633,chatter,0
6634,ceremonies,0
6635,balanced,3
6636,worldbody,0
6637,depart,0
6638,corn,1
6639,questioner,0
6640,beams,0
6641,trieth,0
6642,herbs,0
6643,demonstrations,0
6644,islands,0
6645,inclusive,0
6646,tempering,0
6647,blue,0
6648,kine,0
6649,multitudes,0
6650,compassion,2
6651,risk,0
6652,alight,0
6653,sanctified,0
6654,keeps,1
6655,samaritans,0
6656,bearing,3
6657,aspiration,20
6658,attenuated,0
6659,selves,8
6660,waking,3
6661,petal,1
6662,receive,1
6663,riotousness,0
6664,signified,0
6665,released,0
6666,livest,0
6667,pebble,0
6668,intoxicants,1
6669,thirsty,0
6670,dressing,0
6671,scorned,0
6672,degrees,8
6673,designing,0
6674,fastened,0
6675,lotusbud,0
6676,dejected,0
6677,delusive,4
6678,oneness,9
6679,mighty,2
6680,moistureladen,0
6681,secure,1
6682,tub,0
6683,derived,0
6684,frankincense,0
6685,omens,0
6686,unevolving,0
6687,occupies,0
6688,infirmity,1
6689,plenitude,0
6690,attributed,1
6691,deaths,0
6692,fortification,0
6693,claim,1
6694,expanding,1
6695,infinitely,1
6696,gorge,0
6697,evaluations,0
6698,phase,4
6699,question,10
6700,oppression,0
6701,john,1
6702,neighbour,0
6703,victor,0
6704,ascended,0
6705,especially,1
6706,differing,1
6707,lovely,0
6708,vomit,0
6709,corresponds,0
6710,float,1
6711,inch,0
6712,symbolofrank,0
6713,corrupt,2
6714,telepathy,2
6715,paul,4
6716,put,8
6717,libation,0
6718,ruppati,0
6719,deprived,0
6720,uttermost,0
6721,selfishness,2
6722,gaseous,1
6723,unless,0
6724,indulged,0
6725,bond,1
6726,effeminate,0
6727,seven,3
6728,forbidden,0
6729,riddles,0
6730,brink,0
6731,laid,4
6732,hip,0
6733,credit,0
6734,stealeth,0
6735,sure,1
6736,worth,2
6737,dazzle,0
6738,lendeth,0
6739,ye,4
6740,prayeth,0
6741,hammered,1
6742,stilling,0
6743,eightfold,0
6744,eer,0
6745,neigheth,0
6746,pleased,0
6747,neighbours,0
6748,grouped,1
6749,thundered,0
6750,worldlings,0
6751,moistening,0
6752,building,10
6753,witty,0
6754,awareness,0
6755,confessed,0
6756,purification,6
6757,exception,0
6758,dependable,0
6759,armed,0
6760,cackling,1
6761,mouths,0
6762,inventions,0
6763,soweth,1
6764,consummated,1
6765,indigent,0
6766,overcomes,0
6767,condemning,0
6768,coarselooking,0
6769,continues,1
6770,intelligible,0
6771,visakha,0
6772,dethrones,1
6773,dispense,0
6774,outflowing,0
6775,swoon,0
6776,oblation,0
6777,bonds,0
6778,unchastity,0
6779,bloodthirsty,0
6780,unthinkable,0
6781,footing,0
6782,lest,2
6783,sparedst,0
6784,pondering,2
6785,chastised,0
6786,wisdom,19
6787,government,0
6788,nitre,0
6789,protected,0
6790,disquieting,0
6791,savest,0
6792,innumerable,3
6793,concertation,0
6794,differentiating,1
6795,fat,0
6796,grieving,0
6797,appropriate,0
6798,ice,0
6799,persevering,0
6800,grope,0
6801,outer,19
6802,wool,1
6803,overpower,0
6804,inseparable,0
6805,scarce,0
6806,inflict,2
6807,vultures,0
6808,rejecting,0
6809,signifies,0
6810,received,1
6811,thoughtless,0
6812,robber,0
6813,sickly,2
6814,mischief,0
6815,pleaseth,0
6816,appeasing,0
6817,seduced,0
6818,haughty,0
6819,mournful,1
6820,conceals,1
6821,symbolizes,1
6822,certain,16
6823,manifest,8
6824,upholdeth,0
6825,sharpness,0
6826,testament,0
6827,exactly,5
6828,surmounts,0
6829,shining,1
6830,impose,1
6831,affable,0
6832,mechanism,2
6833,molest,0
6834,sojourned,0
6835,presses,0
6836,wishes,0
6837,puts,3
6838,consuming,0
6839,broughtest,0
6840,steadfast,2
6841,hated,0
6842,psychic,68
6843,branches,2
6844,veiled,1
6845,careful,0
6846,half,1
6847,graces,0
6848,eve,0
6849,continued,3
6850,simplest,3
6851,ability,2
6852,doer,0
6853,processes,1
6854,vision,35
6855,accounts,1
6856,energy,3
6857,refers,0
6858,consented,0
6859,miserably,1
6860,babe,0
6861,the,0
6862,loseth,0
6863,twisted,0
6864,consequent,2
6865,diving,0
6866,uncoloured,1
6867,honoureth,0
6868,goodness,1
6869,performance,0
6870,belly,0
6871,strifes,0
6872,story,0
6873,completion,0
6874,falling,0
6875,lifecurrent,0
6876,struggle,2
6877,observation,7
6878,intellectsphere,0
6879,sitteth,0
6880,lapidary,0
6881,nachiketas,0
6882,mirth,0
6883,grasps,0
6884,oil,1
6885,transcended,1
6886,levitating,1
6887,memories,5
6888,developing,0
6889,partridge,0
6890,consciousness,122
6891,foreshewed,0
6892,unsustained,0
6893,horse,0
6894,shrewdness,0
6895,stumblingblocks,0
6896,arrives,0
6897,writhe,0
6898,rotten,0
6899,modesty,0
6900,saint,3
6901,wrongs,0
6902,afflicteth,0
6903,dashes,0
6904,exertion,0
6905,bells,0
6906,contemplates,0
6907,prayer,2
6908,father,8
6909,man,239
6910,defileth,2
6911,ordinance,0
6912,afflictions,0
6913,conjoined,0
6914,disguise,2
6915,dwell,6
6916,inquired,0
6917,adulterer,0
6918,turneth,0
6919,conceived,3
6920,exist,4
6921,solve,2
6922,consequences,0
6923,entice,0
6924,disappoint,0
6925,hue,1
6926,performed,0
6927,extent,0
6928,at,0
6929,oppressed,0
6930,consists,1
6931,ministered,0
6932,patient,0
6933,dawning,0
6934,faulty,1
6935,forced,1
6936,cover,1
6937,craftsman,0
6938,sift,0
6939,expression,6
6940,brokest,0
6941,groaneth,0
6942,inborn,2
6943,fulness,0
6944,inflow,0
6945,fall,6
6946,longevity,0
6947,unskilful,0
6948,obedience,22
6949,quiesence,1
6950,lilies,0
6951,infliction,0
6952,largest,0
6953,bury,0
6954,focusing,0
6955,raiseth,0
6956,borne,1
6957,aberrant,1
6958,issued,0
6959,cherish,0
6960,directed,2
6961,subordination,1
6962,accepts,0
6963,diversified,0
6964,corrected,0
6965,begging,0
6966,sightedness,0
6967,conversant,0
6968,deplores,0
6969,aaron,0
6970,gladly,0
6971,void,2
6972,lifebreath,2
6973,sichem,0
6974,hests,0
6975,torture,0
6976,honest,2
6977,house,5
6978,guard,0
6979,thoughtreading,1
6980,maidens,0
6981,almighty,0
6982,afflict,0
6983,selfsame,1
6984,inward,4
6985,novice,1
6986,repeated,0
6987,fixity,0
6988,chooser,0
6989,sanctify,0
6990,activity,4
6991,isaias,0
6992,later,1
6993,entered,4
6994,ascetics,1
6995,deceitfulness,1
6996,caught,4
6997,thereto,2
6998,breath,3
6999,goliath,0
7000,inherence,1
7001,newton,6
7002,intending,5
7003,tread,2
7004,sceptre,0
7005,wrought,1
7006,resideth,0
7007,contentious,0
7008,nose,0
7009,tops,0
7010,exceptions,1
7011,tyrants,0
7012,winks,0
7013,swelling,0
7014,ox,0
7015,bloated,0
7016,spit,0
7017,menservants,0
7018,identified,0
7019,spectra,1
7020,callings,0
7021,troubles,0
7022,pit,0
7023,passionate,1
7024,alive,2
7025,confounds,0
7026,learn,6
7027,musician,3
7028,bringest,0
7029,unconditioned,1
7030,fields,2
7031,swimming,0
7032,nachiketa,0
7033,adore,0
7034,killed,0
7035,infatuated,0
7036,loved,0
7037,prefer,0
7038,cutteth,0
7039,malice,0
7040,knead,0
7041,weak,1
7042,oversoul,12
7043,granaries,0
7044,ultimate,2
7045,fowls,0
7046,murderer,0
7047,uplifted,0
7048,dialectic,1
7049,monument,0
7050,thistles,0
7051,catching,1
7052,friend,0
7053,gods,0
7054,ship,1
7055,primitive,0
7056,exemplified,1
7057,bends,1
7058,taxes,0
7059,resected,0
7060,test,0
7061,twould,0
7062,superiors,0
7063,species,3
7064,resist,0
7065,enmeshed,5
7066,overwhelmed,0
7067,suspended,2
7068,profit,2
7069,heal,0
7070,realms,4
7071,partial,0
7072,wipeth,0
7073,impulses,3
7074,cool,0
7075,designations,0
7076,bolts,0
7077,scaled,0
7078,drawn,10
7079,pin,0
7080,spasmodic,0
7081,firm,8
7082,obligation,1
7083,beggarly,1
7084,execrable,0
7085,fastening,0
7086,mathematically,1
7087,findeth,0
7088,obscurities,0
7089,ready,3
7090,strict,0
7091,heardest,0
7092,vowed,0
7093,battle,3
7094,thirst,4
7095,contentment,0
7096,illustrate,1
7097,minor,0
7098,commentary,1
7099,devil,0
7100,vantageground,1
7101,unwrought,0
7102,imprudence,0
7103,waiting,0
7104,like,30
7105,angereth,0
7106,expedients,1
7107,backbiteth,0
7108,muscles,3
7109,carbon,1
7110,shape,1
7111,nameless,0
7112,mention,0
7113,abhor,0
7114,origin,0
7115,trunk,1
7116,whims,1
7117,juda,0
7118,impressed,1
7119,language,0
7120,post,0
7121,longenduring,0
7122,equal,1
7123,eunuch,0
7124,prospects,0
7125,attains,4
7126,roe,0
7127,feasts,2
7128,border,0
7129,lifetime,0
7130,splendid,3
7131,roots,0
7132,despair,1
7133,defence,0
7134,dhp,0
7135,mansion,2
7136,philo,1
7137,sharpen,0
7138,excite,0
7139,moments,1
7140,perfumed,0
7141,commend,0
7142,effort,28
7143,tables,0
7144,hardened,0
7145,concrete,4
7146,malediction,0
7147,bird,0
7148,surround,1
7149,ruin,0
7150,grown,2
7151,cost,2
7152,covet,1
7153,throw,4
7154,hearkeneth,0
7155,desire,34
7156,helper,0
7157,groaned,0
7158,noble,0
7159,courtyard,0
7160,estate,1
7161,gestation,1
7162,unspeakable,1
7163,cleanly,1
7164,bee,0
7165,miserable,2
7166,traceth,0
7167,substance,7
7168,fortified,0
7169,sons,0
7170,horribly,0
7171,mysterious,1
7172,uttereth,0
7173,pattern,0
7174,resolved,0
7175,numberless,0
7176,partner,0
7177,potsherd,0
7178,affrighted,0
7179,rejoice,2
7180,mystery,2
7181,stop,0
7182,baseballs,1
7183,spared,0
7184,associations,0
7185,murmur,0
7186,works,22
7187,selfknowledge,2
7188,tenor,1
7189,superfluous,0
7190,else,5
7191,tapas,0
7192,flieth,0
7193,ascension,2
7194,informed,0
7195,reproof,0
7196,dissemble,0
7197,theres,0
7198,pristine,3
7199,seems,9
7200,consistent,1
7201,accursed,0
7202,rib,0
7203,effulgent,0
7204,primal,5
7205,subject,5
7206,bold,0
7207,victims,1
7208,rioting,0
7209,puffeth,0
7210,garland,0
7211,wantest,0
7212,evils,2
7213,surveying,0
7214,appearances,1
7215,crush,0
7216,offspring,0
7217,door,1
7218,detesteth,0
7219,descent,0
7220,gaze,0
7221,mindfulness,4
7222,aye,0
7223,causal,2
7224,daily,1
7225,difficulty,1
7226,eloquently,1
7227,firegod,0
7228,clean,1
7229,squander,0
7230,practical,4
7231,vile,1
7232,overpressure,2
7233,lantern,1
7234,lawful,1
7235,verified,0
7236,brethren,0
7237,shifting,0
7238,fabrication,0
7239,sensuous,2
7240,evening,1
7241,germ,1
7242,diminishing,0
7243,mental,19
7244,mercies,0
7245,selfboasting,0
7246,one,108
7247,assist,0
7248,vedas,0
7249,severed,0
7250,fight,7
7251,problems,1
7252,scheming,0
7253,wickedly,0
7254,harmless,0
7255,accordance,0
7256,bloom,1
7257,admire,0
7258,opened,3
7259,debts,0
7260,mere,0
7261,joseph,0
7262,really,13
7263,sentences,3
7264,horeb,0
7265,snare,0
7266,transference,2
7267,distribute,0
7268,equanimity,0
7269,deliberation,0
7270,temple,2
7271,incapable,0
7272,delicious,0
7273,forgiven,0
7274,songs,0
7275,supplying,0
7276,cosmic,0
7277,smoother,0
7278,drops,0
7279,sorrowful,0
7280,rebuking,0
7281,mung,0
7282,gradual,5
7283,fast,0
7284,skipped,0
7285,modifying,1
7286,benighted,0
7287,loins,0
7288,majority,0
7289,debasement,1
7290,pervades,0
7291,strengthen,1
7292,comingforth,0
7293,reported,1
7294,vajasrava,0
7295,heightening,1
7296,formeth,0
7297,renewing,1
7298,religiousness,0
7299,abundance,0
7300,general,7
7301,samsara,0
7302,aditi,0
7303,instead,7
7304,beings,4
7305,flashing,1
7306,rightly,3
7307,reviling,0
7308,chastiseth,0
7309,web,4
7310,charity,1
7311,conquered,8
7312,thin,4
7313,offers,0
7314,covering,1
7315,neglected,0
7316,angered,0
7317,carefulness,0
7318,new,28
7319,sixth,1
7320,communicate,0
7321,attacking,0
7322,debate,0
7323,delight,2
7324,looking,7
7325,gross,1
7326,dogged,2
7327,enkindles,1
7328,friendships,0
7329,outgrown,1
7330,mosquitoes,0
7331,shore,5
7332,important,3
7333,outburst,0
7334,stretches,0
7335,burial,0
7336,mesmerists,1
7337,pitch,0
7338,imperfections,0
7339,reflected,1
7340,discord,2
7341,plots,0
7342,feebleness,1
7343,impresses,2
7344,bricks,0
7345,displaces,1
7346,maladies,2
7347,uptorn,0
7348,unsteady,0
7349,maturity,0
7350,tongued,0
7351,fancieth,0
7352,overlap,1
7353,heavy,0
7354,basilisk,0
7355,govern,0
7356,kiss,0
7357,slays,0
7358,backbiting,0
7359,seat,1
7360,execute,0
7361,peril,0
7362,encompasseth,0
7363,whereby,10
7364,profession,0
7365,doting,0
7366,conference,0
7367,upward,4
7368,lament,0
7369,continuity,2
7370,sling,0
7371,noisy,1
7372,offence,0
7373,throat,4
7374,distinctively,1
7375,try,4
7376,linked,1
7377,hues,0
7378,discriminating,1
7379,singleness,0
7380,earlier,0
7381,alto,1
7382,existents,0
7383,abominations,0
7384,formula,0
7385,slipped,0
7386,purple,0
7387,tip,1
7388,begot,0
7389,household,0
7390,abraham,1
7391,sometime,0
7392,unsullied,0
7393,wasted,0
7394,accessary,0
7395,attributes,1
7396,contradictory,0
7397,accumulate,1
7398,accuse,0
7399,demigods,1
7400,sayest,0
7401,clear,8
7402,meats,0
7403,broad,4
7404,undone,0
7405,burning,1
7406,gold,2
7407,shown,1
7408,aging,0
7409,invitations,1
7410,blend,1
7411,manageable,0
7412,holidays,0
7413,currents,5
7414,office,0
7415,hoped,0
7416,extension,2
7417,fallen,3
7418,regain,1
7419,included,1
7420,spy,0
7421,air,9
7422,continuance,2
7423,scriptures,1
7424,walls,0
7425,charnel,0
7426,odious,0
7427,frost,0
7428,serves,0
7429,transferred,2
7430,TRUE,47
7431,supplications,0
7432,believed,0
7433,feller,0
7434,abominable,0
7435,wombs,0
7436,splendour,3
7437,comfort,1
7438,equity,0
7439,banyan,0
7440,fencer,1
7441,flowing,1
7442,authority,0
7443,stands,11
7444,appetite,1
7445,glorifieth,0
7446,redeemer,1
7447,words,13
7448,establishing,0
7449,unmindful,0
7450,solutions,0
7451,therein,1
7452,beholding,2
7453,performing,0
7454,supplemented,2
7455,clamours,1
7456,failure,2
7457,subtler,0
7458,wondrous,0
7459,nightingale,1
7460,distracted,0
7461,difference,6
7462,beginneth,0
7463,purchasing,0
7464,stoppeth,0
7465,money,0
7466,suretyship,0
7467,city,0
7468,astronomy,1
7469,princes,0
7470,study,7
7471,reflects,1
7472,harmonious,0
7473,totality,3
7474,shew,0
7475,lost,0
7476,overthrown,0
7477,gloom,1
7478,shake,1
7479,matters,0
7480,guess,0
7481,receivest,0
7482,envieth,0
7483,eighth,1
7484,fingers,0
7485,condemned,0
7486,pith,1
7487,worldfeelings,0
7488,incurs,1
7489,lets,1
7490,piling,1
7491,buried,2
7492,contrast,0
7493,judicial,4
7494,foreign,1
7495,sages,2
7496,instruction,0
7497,blight,0
7498,telleth,0
7499,kingdom,3
7500,observance,0
7501,purest,0
7502,scourge,0
7503,masters,5
7504,hence,2
7505,experimentally,0
7506,attendant,1
7507,wrinkling,0
7508,looks,3
7509,shows,0
7510,trusting,0
7511,appeaseth,0
7512,flock,0
7513,periodically,0
7514,proclaim,0
7515,honouring,0
7516,dealiug,0
7517,deeds,0
7518,lamentationlamentation,0
7519,ezechias,0
7520,s,47
7521,nipple,2
7522,quiescent,1
7523,anxiously,0
7524,thoroughly,3
7525,grinders,0
7526,approached,0
7527,inebriate,0
7528,capable,0
7529,hundred,1
7530,commonly,0
7531,color,0
7532,ecclesiasticus,0
7533,burns,3
7534,painful,1
7535,night,0
7536,wert,0
7537,perpetuate,0
7538,command,1
7539,communing,1
7540,adapted,1
7541,adaptation,0
7542,elephants,1
7543,faithful,2
7544,defines,0
7545,proof,1
7546,spots,0
7547,rough,0
7548,watches,0
7549,remaining,3
7550,plasmic,1
7551,acceptable,0
7552,steadiness,1
7553,arts,0
7554,unarisen,0
7555,preferred,0
7556,pale,1
7557,sweet,1
7558,answereth,0
7559,cock,0
7560,endows,1
7561,beautifulness,0
7562,star,3
7563,benevolence,0
7564,stinking,0
7565,idols,0
7566,walked,0
7567,softness,0
7568,examination,0
7569,householders,0
7570,figure,1
7571,gracious,2
7572,conscience,0
7573,characters,0
7574,medicines,0
7575,avoidance,1
7576,sensepowers,1
7577,scatter,0
7578,acceptance,2
7579,four,5
7580,unfeigned,0
7581,indrawn,0
7582,jericho,0
7583,lioness,0
7584,overpass,0
7585,focused,0
7586,inebriated,0
7587,undividedly,1
7588,apparent,1
7589,swedish,1
7590,melt,0
7591,prayers,1
7592,usury,0
7593,domestics,0
7594,extremity,0
7595,transmit,1
7596,mindful,0
7597,concerns,2
7598,freedom,3
7599,action,11
7600,mammon,0
7601,snares,0
7602,such,0
7603,unmanifested,1
7604,burden,5
7605,swiftly,1
7606,vibrations,7
7607,company,0
7608,salvation,2
7609,persistent,2
7610,obtains,0
7611,abashed,0
7612,sleepest,0
7613,wonderfully,0
7614,efforts,4
7615,unveiling,1
7616,serenity,0
7617,clip,1
7618,detachment,3
7619,occur,0
7620,appeased,0
7621,bands,0
7622,keeping,3
7623,glorieth,0
7624,bloodshed,0
7625,verge,1
7626,inhospitality,0
7627,prayed,0
7628,illumined,1
7629,devotees,0
7630,asleep,0
7631,sacrificially,1
7632,stimulus,4
7633,stiff,0
7634,behold,1
7635,defended,0
7636,valleys,0
7637,subordinate,1
7638,continuous,1
7639,grasp,4
7640,straitened,0
7641,muddy,0
7642,enwrapped,1
7643,godlike,0
7644,north,0
7645,sew,0
7646,various,1
7647,trumpets,0
7648,sina,0
7649,magic,2
7650,names,2
7651,perceived,10
7652,levi,0
7653,filleth,0
7654,hydrocarbons,1
7655,primordial,0
7656,oppresseth,0
7657,loan,0
7658,ulterior,0
7659,joineth,0
7660,refined,1
7661,pictures,2
7662,surveyed,0
7663,making,3
7664,alchemy,1
7665,unconscious,1
7666,industry,0
7667,bed,0
7668,swear,0
7669,despairdespair,0
7670,reprehension,0
7671,propitiatory,0
7672,disappointment,0
7673,maimed,1
7674,protector,0
7675,transgressions,0
7676,biting,0
7677,herds,0
7678,told,5
7679,tribulation,0
7680,invoked,0
7681,prove,1
7682,excellent,0
7683,provoked,0
7684,cognize,0
7685,enlighten,0
7686,inking,1
7687,covered,0
7688,population,0
7689,watch,0
7690,serving,0
7691,abroad,0
7692,unjust,0
7693,difficult,2
7694,enmity,1
7695,tangible,0
7696,illusions,1
7697,instruct,0
7698,religion,0
7699,aromas,0
7700,opinion,2
7701,removing,1
7702,allows,1
7703,shot,0
7704,hindmost,0
7705,wield,1
7706,instant,1
7707,seek,6
7708,libanus,0
7709,mount,0
7710,years,2
7711,focussing,2
7712,counterpart,3
7713,scoffer,0
7714,chapter,0
7715,halving,1
7716,blinded,0
7717,melting,0
7718,fantastical,1
7719,furrows,0
7720,dig,0
7721,hindu,0
7722,joys,0
7723,lie,0
7724,beware,0
7725,nervous,1
7726,rot,0
7727,fell,0
7728,conscious,4
7729,enchanter,0
7730,uses,2
7731,grieve,0
7732,supposing,1
7733,unification,0
7734,per,1
7735,embraces,0
7736,relate,0
7737,bring,7
7738,tranquil,0
7739,evanescent,0
7740,curious,0
7741,surroundings,3
7742,relinquishment,0
7743,sutra,11
7744,unnecessary,0
7745,bewildering,1
7746,terror,3
7747,learning,4
7748,call,6
7749,voluntary,2
7750,retained,1
7751,rejoiced,0
7752,liquid,1
7753,hour,0
7754,vitalizes,1
7755,creator,0
7756,warhorses,0
7757,legs,0
7758,suggests,1
7759,applied,0
7760,realize,2
7761,happiness,3
7762,moderns,1
7763,detract,0
7764,seated,0
7765,cheer,0
7766,discontented,0
7767,infinitudes,1
7768,restored,0
7769,avoided,1
7770,traversing,1
7771,righteous,2
7772,slip,0
7773,mistress,0
7774,reaching,1
7775,questioning,1
7776,astonished,2
7777,adds,1
7778,generation,3
7779,delicate,0
7780,caterpillar,3
7781,separating,0
7782,repose,0
7783,dull,1
7784,enfolded,1
7785,tear,0
7786,nameth,0
7787,sufficiently,0
7788,brilliant,0
7789,leads,3
7790,maintains,1
7791,abates,1
7792,thunders,0
7793,slowness,1
7794,prince,0
7795,foresee,0
7796,supposed,1
7797,cuts,0
7798,shewing,0
7799,martial,0
7800,revenged,0
7801,tide,0
7802,u,0
7803,goats,0
7804,meditation,27
7805,described,12
7806,worker,0
7807,piled,0
7808,treasures,4
7809,unsound,1
7810,hindered,0
7811,sorrowing,0
7812,ripen,2
7813,commandment,0
7814,controller,0
7815,windows,0
7816,genius,12
7817,impartial,0
7818,check,1
7819,sincere,0
7820,diversity,2
7821,hearer,0
7822,corners,0
7823,vessel,0
7824,lifteth,0
7825,prosper,0
7826,began,0
7827,cord,0
7828,prizes,1
7829,latin,0
7830,projects,1
7831,patience,0
7832,abound,0
7833,bitterly,0
7834,varieth,0
7835,painter,1
7836,discriminates,0
7837,ripening,2
7838,distantly,0
7839,external,11
7840,mentioned,0
7841,tying,1
7842,hungered,0
7843,overspreads,0
7844,finite,0
7845,harsh,4
7846,just,0
7847,refracted,1
7848,subtilties,0
7849,castingoff,0
7850,angles,0
7851,tangled,1
7852,copper,0
7853,selfluminous,1
7854,teach,5
7855,deadweight,1
7856,impossible,2
7857,texts,2
7858,thieves,2
7859,adding,1
7860,fullest,0
7861,descends,1
7862,discloseth,0
7863,notself,0
7864,chanaanite,0
7865,tumbling,0
7866,advancing,0
7867,chart,1
7868,likewise,2
7869,lord,9
7870,blast,0
7871,penalty,3
7872,appear,1
7873,foe,2
7874,exists,5
7875,displease,0
7876,deduction,1
7877,steadfastly,1
7878,purse,0
7879,stirring,1
7880,snowcrystal,1
7881,differ,0
7882,divested,0
7883,tathagata,0
7884,indeed,8
7885,dried,0
7886,pilot,0
7887,misuse,0
7888,attending,1
7889,sprinkling,0
7890,myrrh,0
7891,viz,0
7892,forms,13
7893,necessary,0
7894,fasteth,0
7895,commended,0
7896,indeterminable,0
7897,stopped,0
7898,ver,0
7899,friendship,0
7900,wine,0
7901,weighty,0
7902,stock,0
7903,stake,0
7904,sea,3
7905,treasure,5
7906,thumb,0
7907,pieces,0
7908,subtile,0
7909,soulconsciousness,0
7910,intentional,1
7911,harm,0
7912,scandalized,0
7913,organism,0
7914,marriage,0
7915,sanyama,1
7916,wife,0
7917,parable,0
7918,whence,0
7919,lamentation,0
7920,citizens,1
7921,allurements,1
7922,dormant,4
7923,stars,5
7924,slackened,1
7925,testimonies,0
7926,harlots,0
7927,broke,0
7928,spoil,0
7929,speed,0
7930,revealed,2
7931,rested,0
7932,clinging,0
7933,alpha,1
7934,apprehended,0
7935,hinders,1
7936,hill,1
7937,lodge,0
7938,absent,1
7939,overreached,0
7940,vanity,0
7941,definable,1
7942,master,27
7943,ether,10
7944,conflicts,0
7945,abode,0
7946,respect,0
7947,stealth,0
7948,otherwise,1
7949,requisite,0
7950,eager,0
7951,censuring,0
7952,lap,0
7953,subsisted,0
7954,brooks,0
7955,inertness,1
7956,recompense,0
7957,worldyminded,0
7958,expresses,2
7959,barns,0
7960,roboam,0
7961,locomotion,1
7962,heapeth,0
7963,whiteness,0
7964,request,0
7965,way,27
7966,founded,0
7967,flashes,1
7968,owest,0
7969,unclean,0
7970,overthrowing,1
7971,inertia,2
7972,limits,0
7973,shapely,1
7974,gifts,1
7975,jealousy,1
7976,atma,1
7977,devas,0
7978,rainbow,0
7979,painted,0
7980,meek,0
7981,prohibitive,0
